"","D. californica","F. roemeri"
"OTU2:5grass",10.136402713328,72.5061189679622
"OTU1:5grass",122.294238568176,142.185925784415
"OTU16:5grass",15.4565801251426,45.5990689409166
"OTU4:5grass",32.2041686368046,64.6200426390779
"OTU1265:13grass",2.79230732121681,86.7174308586369
"OTU9:5grass",62.3914744269435,126.443466139211
"OTU13:5grass",4.80097401196363,51.4620805336167
"OTU43:5grass",11.0854589130428,52.1538762572405
"OTU27:5grass",3.53741873891369,64.6760480522995
"OTU19:5grass",33.9228794449534,30.2941833246883
"OTU21:5grass",51.0728923468643,51.751137089325
"OTU3:5grass",156.896393077482,129.30930877311
"OTU149:25grass",12.2806098033022,7.64366679828052
"OTU5:5grass",131.839190945218,111.980822150328
"OTU77:5grass",16.03328259834,20.7013642306896
"OTU59:5grass",72.7016314461845,32.1163616955621
"OTU3145:81grass",17.0090146678316,44.3039353792654
"OTU1306:80grass",103.550179992954,78.2768985892378
"OTU8:5grass",49.1605470336311,111.717863773027
"OTU2755:110grass",35.9455571366917,28.9470537971141
"OTU6:5grass",72.7407246012959,71.3498998047282
"OTU610:105grass",30.8661219196128,29.2771023625224
"OTU240:5grass",1.65120539719476,37.1273756543735
"OTU1603:24grass",10.0833211126584,22.418355742398
"OTU303:5grass",5.64625299954154,22.2389645576518
"OTU18:5grass",0.177549342523088,101.669647858634
"OTU7:5grass",20.6281431715818,38.8408609243597
"OTU25:5grass",58.5497013419904,43.2707735450631
"OTU12:5grass",112.825365926844,100.499703256512
"OTU107:5grass",60.9396346864816,56.7997574235119
"OTU37:5grass",30.8243610818417,35.893680472766
"OTU175:6grass",27.3252572154724,67.8560580047934
"OTU60:5grass",61.1691647778879,56.0976496740437
"OTU20:5grass",100.823964407569,89.5306460007764
"OTU47:6grass",7.93251467602489,40.1730137158616
"OTU26:5grass",23.0330137986197,30.7753399828658
"OTU10:5grass",21.8688614501376,38.390491839781
"OTU92:5grass",0.177549342523088,7.63078625055604
"OTU160:5grass",20.4109749826853,18.0470241616751
"OTU279:5grass",1.66218156617293,6.07797565075344
"OTU75:6grass",43.5793580072341,18.1579572526818
"OTU67:5grass",31.7971407814766,43.1076575086221
"OTU156:13grass",9.10538365207064,16.7234649314915
"OTU222:130grass",6.90890921501953,10.6490477697811
"OTU44:5grass",83.8886526460084,38.8737020774048
"OTU61:5grass",2.66879447536829,44.9633181215022
"OTU475:8grass",12.9698766854128,8.07330296572221
"OTU22:6grass",33.559062773293,12.8751767118883
"OTU2413:112grass",10.1526027357586,2.35399381934472
"OTU1050:28grass",45.268488609668,21.0451623720668
"OTU31:7grass",7.74123627108013,15.9861418233202
"OTU312:5grass",8.0478855873761,7.76651677801461
"OTU53:8grass",1.65120539719476,12.1070435648748
"OTU3872:13grass",0.177549342523088,10.2401278351965
"OTU351:5grass",9.12288357605003,15.2979858325252
"OTU297:15grass",14.9484335781618,8.93165905107603
"OTU11:5grass",0.177549342523088,15.8353360795302
"OTU17:5grass",112.085155815095,83.5098880723462
"OTU3447:99grass",24.4964331537332,38.3305950110458
"OTU1975:94grass",48.9297608874301,26.2242348156792
"OTU370:45grass",1.82875473971784,13.4728608375516
"OTU1038:91grass",56.1472202902912,30.6986237603011
"OTU1462:16grass",55.5810686088385,24.1557370924951
"OTU1127:93grass",48.7833504835021,33.4242410727663
"OTU41:5grass",80.5625296354855,40.2703699041435
"OTU173:5grass",14.1581807263811,13.9220130309068
"OTU181:5grass",6.41480989866013,6.14368610405574
"OTU227:6grass",0.37884456426892,52.2653225185008
"OTU192:26grass",1.37247618933244,7.34630858876276
"OTU114:5grass",1.5696900781914,14.0273605660511
"OTU1437:97grass",34.3091999997161,7.27593032181632
"OTU2192:24grass",6.01071730985835,27.0783435834188
"OTU496:5grass",1.65120539719476,23.4547533103914
"OTU144:6grass",22.1405095092242,86.7317154616994
"OTU332:5grass",5.80187446986989,21.4229427827971
"OTU2816:28grass",46.6397677476897,13.0282395394637
"OTU2774:96grass",47.015663080463,14.9059261082823
"OTU216:21grass",39.3090495051163,25.1158850866907
"OTU33:5grass",16.1456123453692,53.8605601517829
"OTU64:5grass",69.480726220257,63.2350893634688
"OTU66:6grass",20.2121389602555,19.3626613914112
"OTU174:5grass",0.37884456426892,0.839085775741466
"OTU38:5grass",45.8317905494907,43.7068811073127
"OTU81:17grass",1.17022865037128,2.15545477022163
"OTU445:7grass",2.64856729017828,31.3631436263355
"OTU2767:91grass",59.2700415178004,32.2882948583579
"OTU161:5grass",19.3880365314889,34.9972102474074
"OTU2256:105grass",29.7935368870208,10.0390014405009
"OTU2758:159grass",10.2504869270479,25.410762993892
"OTU2252:28grass",32.4670049403599,11.9371383993794
"OTU1248:80grass",54.9755883537184,32.9771767015172
"OTU28:5grass",84.5401046596397,96.8636353737742
"OTU159:5grass",12.7025708015918,40.315516370445
"OTU1153:94grass",38.2225588898811,15.9202238125511
"OTU230:18grass",9.08792024467036,18.5833348076103
"OTU3304:26grass",4.6278987607738,17.7188576914604
"OTU1715:5grass",0.667396554601534,5.15056075585145
"OTU439:21grass",5.78115089834408,0.839085775741466
"OTU2177:14grass",40.1712308211018,11.4921685808547
"OTU136:10grass",5.5706006036064,0.999798844650489
"OTU1322:91grass",18.9629409324338,12.3356051796851
"OTU117:5grass",31.1067454991251,2.37831709651014
"OTU1914:100grass",38.3344054568061,12.8895552425001
"OTU2516:8grass",31.1157735811558,22.4608751210832
"OTU91:9grass",10.4045375349334,14.6259034271751
"OTU2154:100grass",44.1739684915844,15.4361193906962
"OTU29:5grass",0.752798035233241,3.83233080422255
"OTU2167:28grass",22.5582029418065,7.76004286453643
"OTU865:5grass",5.96978645090651,19.9169851098993
"OTU193:5grass",7.34159325070002,22.6728962502873
"OTU2254:89grass",46.9099284539458,24.6202984957248
"OTU1434:28grass",39.8379705944585,14.8069982886876
"OTU2881:93grass",9.58285918782529,0.822443995752225
"OTU1096:28grass",59.502898322289,34.9748423362623
"OTU54:5grass",0.177549342523088,1.31578536362262
"OTU1349:5grass",30.6788316396742,10.5433107478217
"OTU939:54grass",8.59335394486092,6.41344804684865
"OTU3834:89grass",32.4691385186764,14.2071583814891
"OTU1490:117grass",18.5822596689699,8.97800044664322
"OTU1694:109grass",27.9350510389251,6.67814605665961
"OTU3251:94grass",30.4894032746507,19.2789837630961
"OTU1709:93grass",11.072033062434,2.38006310348948
"OTU299:62grass",6.19918110659714,12.3121451685291
"OTU94:5grass",11.6826886710789,6.93073809177593
"OTU1879:6grass",3.96890904296097,4.58451736576069
"OTU1410:56grass",2.31489493159492,10.3074240509368
"OTU3162:102grass",4.21450752865222,2.84376299591741
"OTU205:15grass",11.7079264936386,6.39252234689553
"OTU24:5grass",25.5167467957512,6.27704216357424
"OTU1946:107grass",43.3535820644717,28.6863533790321
"OTU58:7grass",46.2185023196291,67.9868657655616
"OTU2553:95grass",40.0759535410298,11.6157825545028
"OTU83:5grass",8.78044761499387,7.8790434186995
"OTU176:25grass",13.0944083235776,22.6388056210738
"OTU1559:97grass",11.3144912126239,9.11351969642933
"OTU170:42grass",4.54989801033116,2.3724500465726
"OTU2022:95grass",52.2572537834762,30.6923281296523
"OTU3421:158grass",4.23099630348471,3.54749289254708
"OTU2185:88grass",16.5901734523256,1.8790095636053
"OTU1159:26grass",29.8052675337418,6.62814236713944
"OTU39:6grass",0.0918784593152914,6.22252106028398
"OTU2061:110grass",54.586883245982,30.5254337608182
"OTU340:6grass",3.92225270374944,6.32720289768742
"OTU267:6grass",4.24992331146618,9.1194520828843
"OTU1246:89grass",47.8552215045323,28.885115304551
"OTU493:6grass",13.1429954266577,7.26067715636726
"OTU2839:138grass",22.1471192426676,5.95378785323299
"OTU113:14grass",10.5193773404625,9.90647649774901
"OTU225:6grass",18.0689224528424,54.9184484077324
"OTU135:26grass",7.29472286750035,38.3016438072937
"OTU471:6grass",26.1210076703525,5.59037494597316
"OTU507:6grass",5.5704085739665,12.2910590579973
"OTU32:10grass",1.9986987626696,20.64022958981
"OTU301:6grass",25.6016764753817,6.22252106028398
"OTU531:6grass",5.32977580365543,6.95006084434763
"OTU89:6grass",50.7694077363565,8.76459189734658
"OTU245:6grass",1.65120539719476,6.50350191587645
"OTU3247:106grass",1.46772799722315,25.1865293383258
"OTU1749:93grass",11.2990755063011,2.51117131689089
"OTU2325:138grass",12.9097263148474,3.59140663706171
"OTU1664:94grass",7.89096828365178,3.91409262938007
"OTU1931:104grass",29.0731440366975,10.79821672324
"OTU288:11grass",8.16910100707713,8.84330934125489
"OTU3435:6grass",1.61456363347798,18.2734696755971
"OTU169:8grass",32.216527685598,36.7618479901791
"OTU1760:9grass",0.473691584257455,24.3112770377326
"OTU2800:88grass",12.2531946974657,1.63020412294065
"OTU124:6grass",1.65120539719476,0.693411351090592
"OTU183:12grass",3.46323095134327,5.65319335607376
"OTU97:6grass",0.37884456426892,3.04433583258985
"OTU2467:72grass",8.5352213664454,2.74332953780141
"OTU48:6grass",69.9666937692736,36.6461032734292
"OTU3608:9grass",1.78845893238313,8.66699151031264
"OTU52:6grass",2.74044574949357,9.64097283889557
"OTU186:6grass",1.61985419840068,20.7100242979972
"OTU2470:128grass",1.26210710968657,2.25103045882785
"OTU358:6grass",11.6224869400049,5.56828999176718
"OTU191:19grass",1.12616382515046,0.192038717462064
"OTU442:6grass",2.72306198126808,8.38636706639442
"OTU2523:28grass",0.559881169993746,7.99510524559765
"OTU3366:22grass",0.177549342523088,8.3208022848885
"OTU2893:80grass",0.37884456426892,3.21574115767992
"OTU2744:79grass",6.24107324214159,1.39749128775092
"OTU1584:112grass",2.74008472849603,3.91223859034701
"OTU2805:88grass",5.68818429107498,1.25663555107327
"OTU450:7grass",12.2168313445131,6.90554727553897
"OTU51:7grass",3.1204650915415,6.42560892042698
"OTU244:7grass",6.1290759117346,51.4250732293782
"OTU1247:96grass",18.3440348819564,20.7635581220881
"OTU78:7grass",33.6524348024473,18.2950537316132
"OTU80:7grass",7.7576737764688,19.6839192914628
"OTU1858:118grass",3.27080049557284,7.31769808283019
"OTU575:7grass",11.2935010209204,6.69247839727525
"OTU109:7grass",11.2209699440342,35.4658159074428
"OTU534:7grass",7.58075493422609,7.79961475886216
"OTU55:7grass",65.1648816269887,46.660554666191
"OTU207:7grass",19.3886858558089,16.3953793618603
"OTU342:7grass",14.8449316724106,11.8948390347074
"OTU231:7grass",10.4475626568859,22.5994801271283
"OTU2540:32grass",7.35450789914604,12.924047116389
"OTU217:7grass",16.003372371133,4.2658133707512
"OTU129:7grass",37.2836355254844,5.49978306478911
"OTU3238:119grass",5.62284902818197,13.8279862549469
"OTU201:7grass",5.57132856804128,23.3064772251429
"OTU2161:7grass",0.473691584257455,3.17931936493633
"OTU2143:28grass",1.26210710968657,3.29947028605314
"OTU2827:93grass",4.30670861920661,11.894883936938
"OTU333:7grass",1.65120539719476,12.3103442292609
"OTU2002:7grass",1.05468246348424,3.34904111142193
"OTU2303:26grass",20.6083543120135,2.4130094920062
"OTU1524:48grass",1.5542630872521,2.7648913730502
"OTU163:13grass",15.5080643582387,0.192038717462064
"OTU2532:124grass",1.29023214746059,0.855390384268939
"OTU3399:97grass",1.46772799722315,0.192038717462064
"OTU100:7grass",15.8485626359602,20.3226589979808
"OTU1543:9grass",0.473691584257455,3.0682071414796
"OTU2940:7grass",0.667396554601534,2.18114673027561
"OTU3417:150grass",3.41767616253566,7.69964438915512
"OTU84:8grass",3.52038440715167,0.192038717462064
"OTU65:7grass",30.8395263520245,2.65897106117085
"OTU1189:103grass",28.5397509633505,14.5134378455928
"OTU984:140grass",29.7648642753019,7.82483987304769
"OTU1219:81grass",13.6820507397666,6.8088227515109
"OTU3866:96grass",5.35999470318151,5.25495989496055
"OTU1413:134grass",1.61985419840068,0.192038717462064
"OTU128:8grass",20.9697829920594,4.710437788498
"OTU284:8grass",13.1841126451315,8.37525650293889
"OTU271:8grass",4.13451868800879,10.9791647160062
"OTU522:8grass",4.05815292697332,7.30168879790422
"OTU258:8grass",20.6811825746599,5.58248190547016
"OTU177:8grass",12.8740232049348,7.15053633272141
"OTU3469:8grass",11.3452110511877,4.71999871753543
"OTU57:8grass",6.24330583327074,27.2773938495341
"OTU139:21grass",1.61985419840068,0.73413962094404
"OTU1055:54grass",11.2353873781871,18.1704240093347
"OTU3158:89grass",5.12270405681818,1.22390879751672
"OTU455:8grass",5.24948763260985,3.89519442454612
"OTU1264:143grass",2.36927614648932,1.72916019196365
"OTU1893:88grass",28.4197609116947,7.6096623884837
"OTU2144:84grass",2.31860195179629,1.56553182045861
"OTU3811:156grass",3.80496207141837,5.89924974632832
"OTU1597:93grass",6.43317367464793,0.822443995752225
"OTU3455:8grass",0.37884456426892,1.31578536362262
"OTU647:8grass",14.5693319300217,21.0191802404463
"OTU2441:91grass",15.0326722888252,0.822443995752225
"OTU122:8grass",28.627286116911,4.67239822893263
"OTU1852:89grass",34.1554525628972,9.10258550499798
"OTU2425:88grass",1.40306820814977,1.9049027125227
"OTU1085:81grass",12.1170104949536,1.22657586678955
"OTU2151:88grass",5.04843295705305,2.18041132911053
"OTU618:20grass",3.74563733328897,3.87235371617659
"OTU3267:16grass",4.14685263773068,2.55189958674434
"OTU3768:89grass",5.32789921986926,1.22657586678955
"OTU870:9grass",5.92392457175931,6.43481590851018
"OTU102:9grass",0.269427801838379,4.92070069489465
"OTU1185:103grass",3.8566682990914,11.3687778163337
"OTU257:9grass",9.44663310672819,7.89996920676515
"OTU1816:23grass",31.6517295848999,10.2628980228013
"OTU412:9grass",21.2802625315588,6.07578897231993
"OTU400:9grass",7.02272419130145,17.844256293607
"OTU2180:97grass",11.0168124527118,2.22097077454413
"OTU317:19grass",0.622835592859053,8.88428044068954
"OTU3448:110grass",10.2639007376095,3.65294876506473
"OTU3621:20grass",0.575248692710153,0.563224199982679
"OTU2799:110grass",7.69466022690346,0.563224199982679
"OTU162:9grass",1.37247618933244,3.09239163435489
"OTU3882:9grass",0.54498183738519,1.55761910773726
"OTU416:141grass",18.6340726187784,0.563224199982679
"OTU1426:93grass",18.7957387013503,6.75898854896935
"OTU56:9grass",13.0169336374105,0.563224199982679
"OTU195:21grass",0.0918784593152914,2.11816587705313
"OTU3270:115grass",0.559881169993746,1.55761910773726
"OTU1314:150grass",1.92950366428811,0.563224199982679
"OTU403:9grass",12.8066795234541,0.563224199982679
"OTU357:18grass",2.34421741699916,17.0474594566823
"OTU625:10grass",6.04694053422937,16.0265344467594
"OTU314:10grass",14.3300355295337,17.4545374961253
"OTU2831:31grass",23.413486453063,8.96046237299176
"OTU3388:18grass",1.14110192402205,1.80302821887956
"OTU3897:98grass",0.559881169993746,0.807760127188424
"OTU3578:43grass",0.177549342523088,0.807760127188424
"OTU2525:47grass",0.575248692710153,1.80302821887956
"OTU3564:78grass",0.473691584257455,0.807760127188424
"OTU146:34grass",0.54498183738519,0.807760127188424
"OTU2772:88grass",1.12616382515046,0.807760127188424
"OTU3293:13grass",1.78845893238313,1.79112076885637
"OTU178:17grass",23.2091986343394,5.85789122403074
"OTU2287:112grass",2.7426687236839,0.807760127188424
"OTU1727:23grass",2.6171581624204,1.61985419840068
"OTU1587:35grass",3.61580730719545,3.61580730719545
"OTU432:11grass",6.9365180085903,7.76427793422526
"OTU1689:11grass",1.61985419840068,3.61580730719545
"OTU2415:71grass",1.61985419840068,3.20122030373971
"OTU1649:23grass",2.6171581624204,3.20122030373971
"OTU2495:11grass",1.61985419840068,1.61985419840068
"OTU2364:11grass",1.61985419840068,3.20122030373971
"OTU1228:11grass",3.20122030373971,4.78498101317829
"OTU1513:11grass",3.93746500330353,3.20122030373971
"OTU1671:11grass",3.20122030373971,2.6171581624204
"OTU2065:59grass",3.61580730719545,3.20122030373971
"OTU946:11grass",3.93746500330353,4.42258271020642
"OTU3085:11grass",1.61985419840068,1.61985419840068
"OTU2990:11grass",2.6171581624204,2.6171581624204
"OTU3837:125grass",6.45365144414929,2.52916743437221
"OTU2943:47grass",1.61985419840068,1.61985419840068
"OTU1697:23grass",1.61985419840068,3.61580730719545
"OTU3224:11grass",1.61985419840068,1.61985419840068
"OTU2265:11grass",3.20122030373971,2.6171581624204
"OTU1837:23grass",1.61985419840068,3.20122030373971
"OTU1277:11grass",2.6171581624204,4.78498101317829
"OTU2020:11grass",1.61985419840068,3.61580730719545
"OTU1801:11grass",3.20122030373971,2.6171581624204
"OTU2162:23grass",2.6171581624204,1.61985419840068
"OTU3223:11grass",1.61985419840068,1.61985419840068
"OTU1903:11grass",1.61985419840068,2.6171581624204
"OTU2443:11grass",1.61985419840068,3.20122030373971
"OTU2465:120grass",21.5526616053815,7.14876493061073
"OTU2160:23grass",1.61985419840068,3.20122030373971
"OTU2661:35grass",1.61985419840068,1.61985419840068
"OTU2382:11grass",1.61985419840068,1.61985419840068
"OTU1623:23grass",1.61985419840068,3.20122030373971
"OTU1814:11grass",1.61985419840068,2.6171581624204
"OTU2145:11grass",2.6171581624204,1.61985419840068
"OTU1650:11grass",3.61580730719545,1.61985419840068
"OTU2697:11grass",1.61985419840068,1.61985419840068
"OTU1969:23grass",3.20122030373971,1.61985419840068
"OTU133:11grass",38.3461353054853,5.16215173442195
"OTU2946:11grass",1.61985419840068,1.61985419840068
"OTU281:12grass",2.20062016558127,15.3658748678179
"OTU557:12grass",9.23519946305367,11.5693542398941
"OTU2421:89grass",6.43837764921026,1.22390879751672
"OTU655:12grass",6.77560769822728,6.48593887581385
"OTU345:12grass",15.8633524131192,2.97689869001687
"OTU2558:89grass",16.4131781557086,1.65812204994267
"OTU123:18grass",1.46772799722315,0.663351666806875
"OTU318:12grass",1.65120539719476,0.663351666806875
"OTU3265:26grass",3.28203576457361,0.663351666806875
"OTU157:24grass",4.54932023687712,0.663351666806875
"OTU2760:89grass",5.98853734987342,0.663351666806875
"OTU3717:29grass",0.269427801838379,2.37738567282268
"OTU90:13grass",28.4418924432256,4.07138328443629
"OTU1208:116grass",2.14016127526741,6.04139812918902
"OTU145:14grass",1.82875473971784,6.57183539295662
"OTU2321:14grass",1.66218156617293,1.55494167707045
"OTU528:29grass",4.59169796710878,0.560557130709847
"OTU2797:107grass",4.08937698921707,0.560557130709847
"OTU3916:103grass",0.0918784593152914,0.560557130709847
"OTU98:50grass",7.91599025774534,7.20666572814432
"OTU2399:14grass",0.54498183738519,1.55494167707045
"OTU1957:100grass",2.29057867494627,2.13802506209839
"OTU399:134grass",6.14584929631655,6.36010535417072
"OTU515:15grass",6.24892649305315,4.6015946037121
"OTU206:15grass",31.5239860174425,9.97217667964678
"OTU2429:106grass",1.79386737198831,0.909313235971524
"OTU628:15grass",9.53887520116595,1.9049027125227
"OTU71:26grass",1.66646969100996,0.909313235971524
"OTU346:18grass",2.85781165260842,0.909313235971524
"OTU562:24grass",0.37884456426892,0.909313235971524
"OTU2905:91grass",1.24888553460312,0.909313235971524
"OTU914:16grass",4.78425710991238,7.5273884264047
"OTU823:16grass",6.85675358243055,7.07996212780234
"OTU490:16grass",15.4986488401857,4.98350216950039
"OTU304:19grass",5.19292153518698,3.62175514729005
"OTU990:16grass",4.45625802719783,7.09857623491966
"OTU492:25grass",6.83691172242847,5.06147710280188
"OTU873:16grass",13.9232690709083,2.81540937948163
"OTU154:27grass",0.37884456426892,0.822443995752225
"OTU1618:93grass",10.8737897232326,0.822443995752225
"OTU414:24grass",9.40930479341741,2.81540937948163
"OTU2298:93grass",8.13159639708395,1.81775996580029
"OTU2164:93grass",9.6571173996994,0.822443995752225
